tag,near_synonyms
gold_headband,headband
gold_headdress,headdress
gold_heart,heart
gold_helmet,helmet
gold_hiphighs,hiphighs
gold_horns,horns
gold_jacket,jacket
gold_jewelry,jewelry
gold_knee_pads,knee_pads
gold_knife,knife
gold_kryptonite,kryptonite
gold_leggings,leggings
gold_leotard,leotard
gold_lips,lips
gold_lock,lock
gold_lotus,lotus
gold_maebari,maebari
gold_male_swimwear,male_swimwear
gold_mask,mask
gold_medal,medal
gold_necklace,necklace
gold_needle,needle
gold_one-piece_swimsuit,one-piece_swimsuit
gold_osmanthus,osmanthus
gold_outline,outline
gold_overalls,overalls
gold_panties,panties
gold_pasties,pasties
gold_pendant,pendant
gold_petals,petals
gold_piercing,piercing
gold_rabbit_fullbottle,rabbit_fullbottle
gold_rathian_(armor),rathian_(armor)
gold_ribbon,ribbon
gold_ring,ring
gold_robe,robe
gold_rose,rose
gold_rush_(e.g.o),e.g.o_(project_moon)
gold_sandals,sandals
gold_sarong,sarong
gold_sash,sash
gold_scales,scales
gold_scepter,scepter
gold_scrunchie,scrunchie
gold_shawl,shawl
gold_shirt,shirt
gold_shoes,shoes
gold_shorts,shorts
gold_shoulder_pads,shoulder_pads
gold_skirt,skirt
gold_skull,skull
gold_snake,snake
gold_spacecraft,spacecraft
gold_spoon,spoon
gold_tail,tail
gold_tattoo,tattoo
gold_teardrop,teardrop
gold_tears,tears
gold_teeth,teeth
gold_thigh_strap,thigh_strap
gold_thighhighs,thighhighs
gold_thong,thong
gold_tiara,tiara
gold_tooth,tooth
gold_vambraces,vambraces
gold_veil,veil
gold_weapon,weapon
gold_wheat,wheat
gold_whistle,whistle
gold_wrist_cuffs,wrist_cuffs
gold_wristwatch,wristwatch
gold_zipper,zipper
golf_cart,motor_vehicle
goose,bird
goth_fashion,"fashion, military_goth, trad_goth"
gown,"evening_gown, hospital_gown, dress"
grabbing_another's_breast,"groping, grabbed_breast_over_shoulder, guided_breast_grab"
grabbing_another's_ear,"hand_on_another's_ear, holding_by_the_ears"
grabbing_another's_face,head_grab
grabbing_another's_hair,"holding_another's_hair, grabbing_another's_twintails"
grabbing_another's_wing,wings
grabbing_own_breast,breasts
grabbing_own_hair,holding_own_hair
gradient_apron,apron
gradient_arm_warmers,arm_warmers
gradient_armpit_hair,armpit_hair
gradient_ascot,ascot
gradient_background,radial_gradient_background
gradient_beard,beard
gradient_belt,belt
gradient_bikini,bikini
gradient_bloomers,bloomers
gradient_bodysuit,bodysuit
gradient_boots,boots
gradient_border,border
gradient_bow,"bow, gradient_bowtie"
gradient_bowtie,"bowtie, gradient_bow"
gradient_bra,bra
gradient_bridal_gauntlets,bridal_gauntlets
gradient_butterfly,butterfly
gradient_camisole,camisole
gradient_cape,cape
gradient_capelet,capelet
gradient_cardigan,cardigan
gradient_choker,choker
gradient_cloak,cloak
gradient_clothes,"gradient_dress, gradient_jacket, gradient_kimono, gradient_leotard, gradient_shirt, gradient_skirt"
gradient_coat,coat
gradient_collar,collar
gradient_crown,crown
gradient_dress,"dress, gradient_clothes"
gradient_eyelashes,eyelashes
gradient_eyeshadow,eyeshadow
gradient_feathers,feathers
gradient_fire,fire
gradient_flower,flower
gradient_gloves,gloves
gradient_hakama,hakama
gradient_hanfu,hanfu
gradient_haori,haori
gradient_hat,hat
gradient_headband,headband
gradient_hiphighs,hiphighs
gradient_hood,hood
gradient_hoodie,hoodie
gradient_jacket,"gradient_clothes, jacket"
gradient_kimono,"gradient_clothes, kimono"
gradient_leg_warmers,leg_warmers
gradient_leggings,leggings
gradient_leotard,"gradient_clothes, leotard"
gradient_lineart,lineart
gradient_loincloth,loincloth
gradient_mask,mask
gradient_neck_ribbon,neck_ribbon
gradient_neckerchief,neckerchief
gradient_necktie,necktie
gradient_one-piece_swimsuit,one-piece_swimsuit
gradient_outline,outline
gradient_overalls,overalls
gradient_panties,panties
gradient_pants,pants
gradient_pantyhose,pantyhose
gradient_penis,penis
gradient_petals,petals
gradient_poncho,poncho
gradient_pubic_hair,pubic_hair
gradient_raincoat,raincoat
gradient_ribbon,ribbon
gradient_robe,robe
gradient_romper,romper
gradient_sailor_collar,sailor_collar
gradient_sandals,sandals
gradient_sarong,sarong
gradient_sash,sash
gradient_scales,scales
gradient_scarf,scarf
gradient_scrunchie,scrunchie
gradient_serafuku,serafuku
gradient_shadow,shadow
gradient_shawl,shawl
gradient_shirt,"gradient_clothes, shirt"
gradient_shoes,shoes
gradient_shorts,shorts
gradient_skirt,"gradient_clothes, skirt"
gradient_slingshot_swimsuit,slingshot_swimsuit
gradient_snake,snake
gradient_socks,socks
gradient_sweater,sweater
gradient_swimsuit,swimsuit
gradient_tail,tail
gradient_tentacles,tentacles
gradient_thighhighs,thighhighs
gradient_umbrella,umbrella
gradient_veil,veil
gradient_vest,vest
gradient_weapon,weapon
gradient_wings,"multicolored_wings, wings"
grapefruit,grapefruit_slice
graph,"bar_chart, cartesian_chart, pie_chart, radar_chart"
grass,tall_grass
grate,sewer_grate
great_pyramid_of_giza,pyramid_(structure)
great_trichiliocosm_(e.g.o),e.g.o_(project_moon)
greaves,"armor, single_greave"
greco-roman_clothes,"ancient_greek_clothes, roman_clothes"
green_anklet,anklet
green_anus,anus
green_apron,apron
green_arm_warmers,arm_warmers
green_armor,armor
green_armpit_hair,armpit_hair
green_ascot,ascot
green_assault_visor,assault_visor
green_aura,aura
green_bag,bag
green_belt,belt
green_bikini,bikini
green_bird,bird
green_blanket,blanket
green_bloomers,bloomers
green_blush,blush
green_bodice,bodice
green_bodystocking,bodystocking
green_bodysuit,bodysuit
green_bolo_tie,bolo_tie
green_boots,boots
green_bow,"bow, green_bowtie"
green_bowtie,"bowtie, green_bow"
green_bra,bra
green_camisole,camisole
green_cape,cape
green_capelet,capelet
green_car,car
green_carapace,carapace
green_cardigan,cardigan
green_carpet,carpet
green_cat,cat
green_chaps,chaps
green_choker,choker
green_circle,circle
green_circlet,circlet
green_claws,claws
green_coat,coat
green_coif,coif
green_crystal,crystal
green_dildo,dildo
green_dougi,dougi
green_dress,dress
green_emblem,emblem
green_facial_hair,facial_hair
green_feet,feet
green_flag,flag
green_flower,"flower, green_rose"
green_gakuran,gakuran
green_garter_belt,garter_belt
green_gauntlets,gauntlets
green_gerbera,gerbera
green_gloves,gloves
green_hair_ornament,hair_ornament
green_hairband,hairband
green_halo,halo
green_hanbok,hanbok
green_hat,hat
green_headdress,headdress
green_headgear,headgear
green_helmet,helmet
green_hood,hood
green_hoodie,hoodie
green_horns,horns
green_iguana,iguana
green_jacket,jacket
green_jeogori,jeogori
green_juice,juice
green_kimono,kimono
green_latex,latex
green_leaf,leaf
green_leather,leather
green_leotard,leotard
green_lightning,lightning
green_lineart,lineart
green_lips,lips
green_liquid,liquid
green_loincloth,loincloth
green_male_underwear,male_underwear
green_mask,mask
green_mushroom,mushroom
green_nargacuga_(armor),nargacuga_(armor)
green_neckerchief,neckerchief
green_necktie,necktie
green_negligee,negligee
green_one-piece_swimsuit,one-piece_swimsuit
green_overskirt,overskirt
green_paint,paint
green_pajamas,pajamas
green_panties,panties
green_pants,pants
green_pantyhose,pantyhose
green_pasties,pasties
green_pendant,pendant
green_penis,penis
green_pheasant,pheasant
green_pigeon,pigeon
green_pillow,pillow
green_plume,plume
green_poncho,poncho
green_ribbon,ribbon
green_romper,romper
green_rose,"green_flower, rose"
green_sandals,sandals
green_sarong,sarong
green_scales,scales
green_scarf,scarf
green_screen,screen
green_scrunchie,scrunchie
green_shawl,shawl
green_shirt,shirt
green_shoes,shoes
green_shorts,shorts
green_shoulder_rest,shoulder_rest
green_shrug,shrug_(clothing)
green_skirt,skirt
green_sky,sky
green_snake,snake
green_socks,socks
green_sponge,sponge
green_steam,steam
green_stem_(e.g.o),e.g.o_(project_moon)
green_sun,sun
green_sweater,sweater
green_swim_trunks,swim_trunks
green_sword,sword
green_tail,tail
green_tailcoat,tailcoat
green_tankini,tankini
green_tattoo,tattoo
green_tears,tears
green_thighhighs,thighhighs
green_tiara,tiara
green_toenails,toenails
green_turban,turban
green_umbrella,umbrella
green_unitard,unitard
green_veil,veil
green_veins,veins
green_vest,vest
green_water,water
green_wings,wings
grenade,"explosive, anti-tank_grenade, holding_grenade, plasma_grenade_(halo), rg-42, stick_grenade"
grenade_launcher,"weapon, daewoo_k11, denel_paw-20, m79, milkor_mgl, underbarrel_grenade_launcher, xm307"
grey_apron,apron
grey_arm_warmers,arm_warmers
grey_armband,armband
grey_armor,armor
grey_armpit_hair,armpit_hair
grey_aromantic_flag,aromantic_flag
grey_ascot,ascot
grey_asexual_flag,asexual_flag
grey_assault_visor,assault_visor
grey_bag,bag
grey_beak,beak
grey_beard,beard
grey_belt,belt
grey_bikini,bikini
grey_bird,bird
grey_blindfold,blindfold
grey_bloomers,bloomers
grey_bodystocking,bodystocking
grey_bodysuit,bodysuit
grey_boots,boots
grey_bow,"bow, grey_bowtie"
grey_bowtie,"bowtie, grey_bow"
grey_bra,bra
grey_bracelet,bracelet
grey_buruma,buruma
grey_bustier,bustier
grey_butterfly,butterfly
grey_camisole,camisole
grey_cape,cape
grey_capelet,capelet
grey_car,car
grey_carpet,carpet
grey_changpao,changpao
grey_chaps,chaps
grey_chemise,chemise
grey_choker,choker
grey_claws,claws
grey_cloak,cloak
grey_coat,coat
grey_coif,coif
grey_collar,collar
grey_dog,dog
grey_dougi,dougi
grey_dress,dress
grey_eyeliner,eyeliner
grey_feathers,feathers
grey_fire,fire
grey_flower,"flower, grey_rose"
grey_garter_belt,garter_belt
grey_gloves,gloves
grey_hairband,hairband
grey_halo,halo
grey_hanbok,hanbok
grey_hanfu,hanfu
grey_haori,haori
grey_happi,happi
grey_hat,hat
grey_headband,headband
grey_headdress,headdress
grey_helmet,helmet
grey_heron,heron
grey_hood,hood
grey_hoodie,hoodie
grey_horns,horns
grey_jacket,jacket
grey_kimono,kimono
grey_knight,knight
grey_leash,leash
grey_leotard,leotard
grey_lips,lips
grey_loincloth,loincloth
grey_male_underwear,male_underwear
grey_mask,mask
grey_neck_warmer,neck_warmer
grey_neckerchief,neckerchief
grey_necktie,necktie
grey_negligee,negligee
grey_nose,nose
grey_one-piece_swimsuit,one-piece_swimsuit
grey_overskirt,overskirt
grey_pajamas,pajamas
grey_panties,panties
grey_pants,pants
grey_pantyhose,pantyhose
grey_parka,parka
grey_penis,penis
grey_petals,petals
grey_poncho,poncho
grey_raincoat,raincoat
grey_ribbon,ribbon
grey_rose,"grey_flower, rose"
grey_sandals,sandals
grey_santa_costume,santa_costume
grey_sarong,sarong
grey_sash,sash
grey_scales,scales
grey_scarf,scarf
grey_scrunchie,scrunchie
grey_shawl,shawl
grey_shirt,shirt
grey_shoes,shoes
grey_shorts,shorts
grey_shrug,shrug_(clothing)
grey_skirt,skirt
grey_socks,socks
grey_sweater,sweater
grey_sweatsuit,sweatsuit
grey_swim_trunks,swim_trunks
grey_tail,tail
grey_tailcoat,tailcoat
grey_teeth,teeth
grey_thighhighs,thighhighs
grey_thong,thong
grey_tiara,tiara
grey_tongue,tongue
grey_umbrella,umbrella
grey_vest,vest
grey_wagtail,wagtail
grey_whale,whale
grey_wings,wings
grey_wolf,wolf
grey_wrist_cuffs,wrist_cuffs
greyscale,monochrome
grill,shichirin
grin,"smile, crazy_grin, evil_grin"
grinder_mk4_(e.g.o),e.g.o_(project_moon)
groping,"grabbing_another's_ass, grabbing_another's_breast"
group_profile,"group_picture, profile"
group_sex,"fivesome, foursome, gangbang, orgy, threesome"
gs_ball,poke_ball
guan_hat,"hat, mian_guan"
guided_breast_grab,"grabbing_another's_breast, guiding_hand"
guiding_hand,"guided_breast_grab, guided_crotch_grab, guided_fingering, guided_hand_on_cheek, guided_handjob, guided_headpat, guided_pectoral_grab, guided_thigh_grab"
guitar,"instrument, acoustic_guitar, electric_guitar, extended_range_guitar, holding_guitar, playing_guitar"
gumball,"candy, chewing_gum"
gun,"weapon, antique_firearm, bolt_action, bullpup, gun_on_back, gun_on_bipod, handgun, holding_gun, lever_action, machine_gun, magical_musket_(madoka_magica), musket, revolver, rifle, shotgun, submachine_gun"
gun_between_breasts,"gun, weapon_between_breasts"
gun_on_back,"back, gun, weapon_on_back"
gun_on_bipod,"bipod, gun"
gunbelt,belt
gunblade,weapon
gunpla,model_kit
guy_fawkes_mask,mask
gyaru,"amesuku_gyaru, onee_gyaru, agejo_gyaru, amekaji_gyaru, ganguro, hime_gyaru, kogal, manba_gyaru, rokku_gyaru"
gyaru_v,"v, double_gyaru_v"
gym_uniform,tokiwadai_school_gym_uniform
gymnastics,rhythmic_gymnastics
gyuudon,food
h&k_g36,assault_rifle
h&k_g36c,assault_rifle
h&k_g41,assault_rifle
h&k_hk33,assault_rifle
h&k_mark_23,handgun
h&k_mp5sd,"submachine_gun, suppressor"
h&k_vp70,handgun
h&k_vp9,handgun
h&k_xm8,assault_rifle
haiku,poem
hair_beads,"beads, hair_ornament"
hair_bell,"bell, hair_ornament"
hair_between_eyes,long_hair_between_eyes
hair_bow,"hair_ribbon, hairband, bow, hair_ornament, headband, multiple_hair_bows"
hair_bun,"cone_hair_bun, donut_hair_bun, heart_hair_bun, single_hair_bun, braided_bun, bun_with_braided_base, double_bun, side_up_bun, single_side_bun, triple_bun"
hair_flower,"flower, hair_ornament, flower_in_braid, sunflower_hair_ornament"
hair_ornament,"hair_bow, hair_ribbon, hairband, hairclip, headband, alternate_hair_ornament, anchor_hair_ornament, apple_hair_ornament, bandaid_hair_ornament, bat_hair_ornament, bear_hair_ornament, bird_hair_ornament, bone_hair_ornament, broken_heart_hair_ornament, butterfly_hair_ornament, candy_hair_ornament, carrot_hair_ornament, cat_hair_ornament, character_hair_ornament, cherry_hair_ornament, cloud_hair_ornament, clover_hair_ornament, coin_hair_ornament, crescent_hair_ornament, cross_hair_ornament, crown_hair_ornament, crystal_hair_ornament, cube_hair_ornament, d-pad_hair_ornament, diamond_hair_ornament, dice_hair_ornament, dog_hair_ornament, dolphin_hair_ornament, egg_hair_ornament, eyeball_hair_ornament, fan_hair_ornament, feather_hair_ornament, fish_hair_ornament, fish_skeleton_hair_ornament, food-themed_hair_ornament, fork_hair_ornament, four-leaf_clover_hair_ornament, fox_hair_ornament, frog_hair_ornament, gear_hair_ornament, gem_hair_ornament, ghost_hair_ornament, grape_hair_ornament, heart_hair_ornament, hexagon_hair_ornament, holly_hair_ornament, jack-o'-lantern_hair_ornament, leaf_hair_ornament, lemon_hair_ornament, letter_hair_ornament, lifebuoy_hair_ornament, lightning_bolt_hair_ornament, magatama_hair_ornament, musical_note_hair_ornament, no_hair_ornament, panda_hair_ornament, paw_hair_ornament, pearl_hair_ornament, pill_hair_ornament, pinwheel_hair_ornament, planet_hair_ornament, pom_pom_hair_ornament, propeller_hair_ornament, pumpkin_hair_ornament, rabbit_hair_ornament, radar_hair_ornament, razor_blade_hair_ornament, ring_hair_ornament, screw_hair_ornament, shark_hair_ornament, shell_hair_ornament, shuriken_hair_ornament, skull_hair_ornament, smokestack_hair_ornament, snake_hair_ornament, snowflake_hair_ornament, spade_hair_ornament, sparkle_hair_ornament, sphere_hair_ornament, star_hair_ornament, starfish_hair_ornament, strawberry_hair_ornament, sunflower_hair_ornament, tassel_hair_ornament, triangle_hair_ornament, unworn_hair_ornament, whale_hair_ornament, wing_hair_ornament, winged_hair_ornament, x_hair_ornament, hair_bell, hair_bobbles, hair_flower, hair_scrunchie, hair_stick"
hair_over_breasts,"breasts, hair_over_one_breast"
hair_ribbon,"hair_bow, hairband, hair_ornament, headband, ribbon, ribbon_in_braid, tress_ribbon"
hair_rings,"braided_hair_rings, feixianji_(hairstyle), katsuyamamage, low-tied_hair_rings, mizura, quad_hair_rings, single_hair_ring, tri_hair_rings"
hair_scrunchie,"scrunchie, hair_ornament"
hair_stick,"hair_ornament, chinese_hairpin"
hair_tubes,"frilled_hair_tubes, metal_hair_tubes, single_hair_tube"
hairband,"hair_bow, hair_ribbon, animal_ear_hairband, bow_hairband, hair_ornament, headband, cat_ear_hairband, checkered_hairband, cow_ear_hairband, diamond_hairband, flower_hairband, frilled_hairband, horn_hairband, lace-trimmed_hairband, lolita_hairband, metal_hairband, polka_dot_hairband, print_hairband, rabbit_ear_hairband, ribbon-trimmed_hairband, spiked_hairband, striped_hairband, unworn_hairband, lace_hairband, plaid_hairband, winged_hairband"
hairclip,"flower_hairclip, hair_ornament, multiple_hairclips, parallel_hairclips, unworn_hairclip"
hairstyle_switch,"alternate_hairstyle, group_hairstyle_switch"
hakama,"kimono, yukata, hakama_skirt, japanese_clothes, black_hakama, blue_hakama, brown_hakama, green_hakama, grey_hakama, hakama_pants, hakama_shorts, pink_hakama, print_hakama, purple_hakama, red_hakama, torn_hakama, white_hakama, yellow_hakama"
hakama_lift,clothes_lift
hakama_pants,"pants, hakama"
hakama_shorts,"shorts, hakama"
hakama_skirt,"hakama, skirt, hakama_short_skirt"
half_gloves,"gloves, single_half_glove"
halftone,"halftone_background, halftone_outline"
halftone_outline,"halftone, outline"
halo,"blood_halo, broken_halo, corrupted_halo, crescent_halo, horns, wings, cross_halo, distorted_halo, double_halo, fake_halo, glowing_halo, heart_halo, liquid_halo, mechanical_halo, melting_halo, missing_halo, rectangular_halo, spiked_halo, star_halo, tilted_halo, traditional_halo, triangle_halo, winged_halo, halo_behind_head"
halo_removed,halo
halter_dress,"dress, halterneck"
halter_leotard,"leotard, halterneck"
halter_shirt,"shirt, halterneck"
halterneck,"collared_halterneck, criss-cross_halter, halter_dress, halter_leotard, halter_shirt"
ham,"food, prosciutto_(food)"
hammer,"claw_hammer, holding_hammer, sledgehammer, war_hammer"
hamster_ears,animal_ears
hamster_on_shoulder,"animal_on_shoulder, hamster"
hanbok,"korean_clothes, black_hanbok, blue_hanbok, pink_hanbok, white_hanbok"
hand_between_own_legs,"legs, between_legs"
hand_fan,"folding_fan, harisen, holding_fan, paper_fan, tuanshan, war_fan"
hand_gagged,"gagged, hand_over_another's_mouth"
hand_grip,holding_hand_grip
hand_in_bra,bra
hand_in_pajamas,pajamas
hand_on_another's_cheek,hand_on_another's_face
hand_on_another's_chin,"grabbing_another's_chin, stroking_another's_chin"
hand_on_book,book
hand_on_own_cheek,hand_on_own_face
hand_on_own_chin,stroking_own_chin
hand_on_own_ear,pulling_own_ear
hand_over_another's_mouth,"covering_another's_mouth, hand_gagged"
